survey,load_cmd,cy_data,wt,source,year,notes
issp1995,"issp1995 <- read.dta(""ISSP/National Identity/National Identity I/ZA2880.dta"")","data.frame(v3 = c(1:4, 6:21, 23:26), c_dcpo = c(""AUSTRALIA"", ""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""USA"", ""AUSTRIA"", ""HUNGARY"", ""ITALY"", ""IRELAND"", ""NETHERLANDS"", ""NORWAY"", ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""POLAND"", ""BULGARIA"", ""RUSSIA"", ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"", ""JAPAN"", ""SPAIN"", ""LATVIA"", ""SLOVAK REPUBLIC""), y_dcpo = 1995, stringsAsFactors = F)",v342,GESIS: ZA2880,1995,
issp1996,"issp1996 <- read.dta(""ISSP/Role of Gov't/Role of Gov't III/ZA2900.dta"")","data.frame(v3 = c(1:4, 6, 8:10, 12:28, 30), c_dcpo = c(""AUSTRALIA"", ""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""USA"", ""HUNGARY"", ""ITALY"", ""IRELAND"", ""NORWAY"", ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""POLAND"", ""BULGARIA"", ""RUSSIA"", ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"", ""ISRAEL-JEWS"", ""ISRAEL-ARABS"", ""JAPAN"", ""SPAIN"", ""LATVIA"", ""FRANCE"", ""CYPRUS"", ""SWITZERLAND"" ), y_dcpo = c(1996, 1996, 1996, 1996, 1996, 1996, 1996, 1996,  1996, 1996, 1996, 1995, 1997, 1996, 1996, 1997, 1996, 1996, 1996,  1996, 1996, 1996, 1996, 1997, 1996, 1996), stringsAsFactors = F)",v325,GESIS: ZA2900,1996,
issp1997,"issp1989 <- read.dta(""ISSP/Work Orientation/Work Orientation II/ZA1840.dta"")","data.frame(v3 = c(2:4, 6, 8:9, 11:25, 27:32), c_dcpo = c(""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""USA"", ""HUNGARY"", ""ITALY"", ""NETHERLANDS"", ""NORWAY"", ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""POLAND"", ""BULGARIA"", ""RUSSIA"", ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"", ""ISRAEL-JEWS"", ""ISRAEL-ARABS"", ""JAPAN"", ""SPAIN"", ""FRANCE"", ""CYPRUS"", ""PORTUGAL"", ""DENMARK"", ""SWITZERLAND"", ""BANGLADESH""), y_dcpo = c(1997, 1997, 1997, 1998, 1997, 1997, 1998, 1997,  1997, 1997, 1997, 1997, 1997, 1998, 1997, 1999, 1997, ""na"", ""na"", 1997,  1997, 1998, 1997, 1997, 1997, 1999, 1998), stringsAsFactors = F)",weight,GESIS: ZA3090,1997,"in the variable list of v3-country (p85 of the codebook), Spain is coded twice"
issp1998,"issp1998 <- read.dta(""ISSP/Religion/Religion II/ZA3190.dta"")","data.frame(v3 = c(1:22, 24:33), c_dcpo = c(""AUSTRALIA"",  ""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""USA"",  ""AUSTRIA"", ""HUNGARY"", ""ITALY"", ""IRELAND"", ""NETHERLANDS"", ""NORWAY"",  ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""POLAND"", ""BULGARIA"",  ""RUSSIA"", ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"", ""ISRAEL"", ""JAPAN"",  ""SPAIN"", ""LATVIA"", ""SLOVAKIA"", ""FRANCE"", ""CYPRUS"", ""PORTUGAL"",  ""CHILE"", ""DENMARK"", ""SWITZERLAND""), y_dcpo = c(1998, 1998, 1998,  1998, 1998, 1998, 1999, 1998, 1999, 1998, 1998, 1998, 1998, 1999,  1998, 1999, 1999, 1998, 1998, 2000, 1998, 1998, 1998, 1998, 1998,  1998, 1998, 1999, 1998, 1998, 1998, 1999), stringsAsFactors = F)",v316,GESIS: ZA3190,1998,
issp1999,"issp1999 <- read.dta(""ISSP/Social Inequality/Social Inequality III/ZA3430_F1.dta"")","data.frame(v3 = c(1:8, 12:22, 24:30, 33), c_dcpo = c(""AUSTRALIA"", ""WEST GERMANY"", ""EAST GERMANY"",  ""GREAT BRITAIN"", ""NORTH IRELAND"", ""USA"", ""AUSTRIA"",  ""HUNGARY"", ""NORWAY"", ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"",  ""POLAND"", ""BULGARIA"", ""RUSSIA"", ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"",  ""ISRAEL"", ""JAPAN"", ""SPAIN"", ""LATVIA"", ""FRANCE"", ""CYPRUS"", ""PORTUGAL"",  ""CHILE"", ""SLOVAKIA""), y_dcpo = c(1999, 1999, 1999, 1999, 1999,  1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999,  1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999 ), stringsAsFactors = F)",weight,GESIS: ZA3430,1999,
issp2000,"issp2000 <- read.dta(""ISSP/Environment/Environment II/ZA3440.dta"")","data.frame(v3 = c(2:7, 10:15, 17:22, 24:26, 30:33, 37:38), c_dcpo = c(""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"",  ""USA"", ""AUSTRIA"", ""IRELAND"", ""NETHERLANDS"", ""NORWAY"",  ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""BULGARIA"", ""RUSSIA"",  ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"", ""ISRAEL"", ""JAPAN"", ""SPAIN"",  ""LATVIA"", ""PORTUGAL"", ""CHILE"", ""DENMARK"", ""SWITZERLAND"", ""FINLAND"",  ""MEXICO""), y_dcpo = c(2000, 2000, 2000, 2000,  2000, 2001, 2002, 2000, 2000, 2001, 2000, 2000, 2000, 2000, 2000,  2001, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2001, 2001, 2000,  2001), stringsAsFactors = F)",v327,GESIS: ZA3440,2000,
issp2001,"issp2001 <- read.dta(""ISSP/Social Relations/Social Relations Ii/ZA3680.dta"")","data.frame(v3 = c(1:37), c_dcpo = c(""AUSTRALIA"",  ""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""USA"",  ""AUSTRIA"", ""HUNGARY"", ""ITALY"", ""IRELAND"", ""NETHERLANDS"", ""NORWAY"",  ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""POLAND"", ""BULGARIA"",  ""RUSSIA"", ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"", ""ISRAEL-JEWS"", ""ISRAEL-ARABS"", ""JAPAN"",  ""SPAIN"", ""LATVIA"", ""SLOVAKIA"", ""FRANCE"", ""CYPRUS"", ""PORTUGAL"",  ""CHILE"", ""DENMARK"", ""SWITZERLAND"", ""BANGLADESH"", ""BRAZIL"", ""SOUTHAFRICA"", ""FINLAND""), y_dcpo = c(2002, 2002, 2002, 2001, 2001, 2002, 2001, 2001, 2002, ""na"", ""na"", 2001, ""na"",  2001, 2000, 2002, ""na"", 2001, ""na"", 2001, 2001, ""na"", ""na"", 2001,  2001, 2001, ""na"", 2001, 2001, ""na"", 2002, 2002, 2002, ""na"", ""na"", ""2001"", ""2002""), stringsAsFactors = F)",weight,GESIS: ZA3680,2001,
issp2002,"issp2002 <- read.dta(""ISSP/Family/Family III/ZA3880_v1-1-0.dta"")","data.frame(v3 = c(1:8, 10:19, 21:22, 24:35, 37:39), c_dcpo = c(""AUSTRALIA"",  ""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""NORTHERN IRELAND"", ""USA"",  ""AUSTRIA"", ""HUNGARY"", ""IRELAND"", ""NETHERLANDS"", ""NORWAY"",  ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""POLAND"", ""BULGARIA"",  ""RUSSIA"", ""NEW ZEALAND"", ""PHILIPPINES"", ""ISRAEL"", ""JAPAN"",  ""SPAIN"", ""LATVIA"", ""SLOVAKIA"", ""FRANCE"", ""CYPRUS"", ""PORTUGAL"",  ""CHILE"", ""DENMARK"", ""SWITZERLAND"", ""BELGUIM"", ""BRAZIL"", ""FINLAND"", ""MEXICO"", ""TAIWAN""), y_dcpo = c(2002, 2002, 2002, 2002, 2003, 2002, 2004, 2002, 2002, 2003, 2002, 2002, 2002,  2003, 2002, 2001, 2002, 2002, 2002, 2002, 2002, 2003, 2003, 2002,  2002, 2002, 2003, 2002, 2003, 2003, 2002, 2003, 2003, 2003, 2002), stringsAsFactors = F)",v361,GESIS: ZA3880,2002,
issp2003,"issp2003 <- read.dta(""ISSP/National Identity/National Identity II/ZA3910_v2-1-0.dta"")","data.frame(V3 = c(1:4, 6:8, 10:28, 30:33, 36:37, 40:43), c_dcpo = c(""AUSTRALIA"", ""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""USA"", ""AUSTRIA"", ""HUNGARY"", ""IRELAND"", ""NETHERLANDS"", ""NORWAY"",  ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""POLAND"", ""BULGARIA"", ""RUSSIA"",  ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"", ""ISRAEL-JEWS"", ""ISRAEL-ARABS"", ""JAPAN"", ""SPAIN"", ""LATVIA"", ""SLOVAKIA"", ""FRANCE"", ""PORTUGAL"", ""CHILE"", ""DENMARK"", ""SWITZERLAND"", ""VENEZUELA"", ""FINLAND"",  ""SOUTH AFRICA"", ""TAIWAN"", ""KOREA"", ""URUGUAY""), y_dcpo = c(rep(2003,4), 2005, 2004, rep(2003, 7), 2005, rep(2003, 3), 2004, 2003, 2004, 2004, rep(2003, 5), 2004, rep(2003, 3), 2004, rep(2003, 4), 2004), stringsAsFactors = F)",weight,GESIS: ZA3910,2003,
issp2004,"issp2004 <- read.dta(""ISSP/Citizenship/Citizenship I/ZA3950_v1-3-0.dta"")","data.frame(V3 = c(1:4, 6:8, 10:22, 24:42), c_dcpo = c(""AUSTRALIA"", ""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""USA"", ""AUSTRIA"", ""HUNGARY"", ""IRELAND"", ""NETHERLANDS"", ""NORWAY"",  ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""POLAND"", ""BULGARIA"", ""RUSSIA"",  ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"", ""ISRAEL"", ""JAPAN"", ""SPAIN"", ""LATVIA"", ""SLOVAKIA"", ""FRANCE"", ""CYPRUS"", ""PORTUGAL"", ""CHILE"", ""DENMARK"", ""SWITZERLAND"", ""BELGIUM"", ""BRAZIL"", ""VENEZUELA"", ""FINLAND"",  ""MEXICO"", ""TAIWAN"", ""SOUTH AFRICA"", ""KOREA"", ""URUGUAY""), y_dcpo = c(2005, 2004, 2004, 2004, 2005, 2004, 2004, 2003, 2005, 2004, 2004, 2004, 2003, 2005, 2005, 2005, 2004, 2004, 2004, 2005, 2004, 2004, 2004, 2005, ""na"", 2004, 2004, 2005, 2005, 2005, 2004, 2006, 2004, 2004, 2006, 2004, 2004, 2004, 2004), stringsAsFactors = F)",v381,GESIS: ZA3950,2004,
issp2005,"issp2005 <- read.dta(""ISSP/Work Orientation/Work Orientation III/ZA4350_v2-0-0.dta"")","data.frame(V3 = c(1:4, 6, 8, 10:15, 17:22, 24:26, 28:30, 32:34, 37:41, 43), c_dcpo = c(""AUSTRALIA"", ""WEST GERMANY"", ""EAST GERMANY"", ""GREAT BRITAIN"", ""USA"", ""HUNGARY"", ""IRELAND"", ""NETHERLANDS"", ""NORWAY"",  ""SWEDEN"", ""CZECH REPUBLIC"", ""SLOVENIA"", ""BULGARIA"", ""RUSSIA"", ""NEW ZEALAND"", ""CANADA"", ""PHILIPPINES"", ""ISRAEL"", ""JAPAN"", ""SPAIN"", ""LATVIA"", ""FRANCE"", ""CYPRUS"", ""PORTUGAL"", ""DENMARK"", ""SWITZERLAND"", ""BELGIUM"", ""FINLAND"",  ""MEXICO"", ""TAIWAN"", ""SOUTH AFRICA"", ""KOREA"", ""DOMINICAN REPUBLIC""), y_dcpo = c(2005, 2006, 2006, 2005, 2006, 2005, 2006, 2006, 2005, 2005, 2005, 2005, 2005, 2006, 2005, 2006, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2007, 2006, 2005, 2005, 2005, 2006, 2005, 2005, 2005, 2005), stringsAsFactors = F)",WEIGHT,GESIS: ZA4350,2005,
"after 2006, United Germany, Belguim and United Kingdom",,,,,,
issp2006,"issp2006 <- read.dta(""ISSP/Role of Gov't/Role of Gov't IV/ZA4700.dta"")","data.frame(V3a = c(36L, 124L, 152L, 158L, 191L, 203L, 208L,  214L, 246L, 250L, 276L, 348L, 372L, 376L, 392L, 410L, 428L, 528L,  554L, 578L, 608L, 616L, 620L, 643L, 705L, 710L, 724L, 752L, 756L,  826L, 840L, 858L, 862L), c_dcpo = c(""AUSTRALIA"", ""CANADA"", ""CHILE"",  ""TAIWAN"", ""CROATIA"", ""CZECH REPUBLIC"", ""DENMARK"", ""DOMINICAN REPUBLIC"",  ""FINLAND"", ""FRANCE"", ""GERMANY"", ""HUNGARY"", ""IRELAND"", ""ISRAEL"",  ""JAPAN"", ""KOREA"", ""LATVIA"", ""NETHERLANDS"", ""NEW ZEALAND"",  ""NORWAY"", ""PHILIPPINES"", ""POLAND"", ""PORTUGAL"", ""RUSSIA"", ""SLOVENIA"",  ""SOUTH AFRICA"", ""SPAIN"", ""SWEDEN"", ""SWITZERLAND"", ""GREAT BRITAIN"",  ""USA"", ""URUGUAY"", ""VENEZUELA""), y_dcpo = c(2007, 2006,  2006, 2006, 2006, 2006, 2008, 2006, 2006, 2006, 2006, 2006, 2005,  2005, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2008, 2006, 2007, 2006, 2006, 2007, 2006, 2007, 2006, 2006, 2006, 2006), stringsAsFactors = F)",weight,GESIS: ZA4700,2006,
issp1985-2006,,,,GESIS: ZA4747,2006,Role of Government I-IV
issp1985-2006addon,,,,GESIS: ZA4748,2006,Role of Government I-IV Add On
issp2007,"issp2007 <- read.dta(""ISSP/Leisure Time and Support/Leisure Time and Support I/ZA4831_v1-0-0.dta"")",only Denmark,,GESIS: ZA4831,2007,only Denmark?
issp2008,"issp2008 <- read.dta(""ISSP/Religion/Religion III/ZA4950_v2-2-0.dta"")","data.frame(V4 = c(36, 40, 56.1, 152, 158, 191, 196, 203,  208, 214, 246, 250, 276.1, 276.2, 348, 372, 376.1, 376.2, 380.1,  380.2, 392, 410, 428, 484, 528, 554, 578, 608, 616, 620, 643,  703, 705, 710, 724, 752, 756, 792, 804, 826.1, 826.2, 840, 858,  862, NA), c_dcpo = c(""AUSTRALIA"", ""AUSTRIA"", ""BELGIUM"", ""CHILE"",  ""TAIWAN"", ""CROATIA"", ""CYPRUS"", ""CZECH REPUBLIC"", ""DENMARK"", ""DOMINICAN REPUBLIC"",  ""FINLAND"", ""FRANCE"", ""WEST GERMANY"", ""EAST GERMANY"", ""HUNGARY"", ""IRELAND"",  ""ISRAEL-JEWS"", ""ISRAEL-ARABS"", ""ITALY-08"", ""ITALY-10"", ""JAPAN"", ""KOREA"", ""LATVIA"",  ""MEXICO"", ""NETHERLANDS"", ""NEW ZEALAND"", ""NORWAY"", ""PHILIPPINES"",  ""POLAND"", ""PORTUGAL"", ""RUSSIA"", ""SLOVAKIA"", ""SLOVENIA"", ""SOUTH AFRICA"",  ""SPAIN"", ""SWEDEN"", ""SWITZERLAND"", ""TURKEY"", ""UKRAINE"", ""GREAT BRITAIN"",  ""NORTHERN IRELAND"", ""UNITED STATES"", ""URUGUAY"", ""VENEZUELA"", ""NORTHERN IRELAND""), y_dcpo = c(2009, 2008, 2008, 2008, 2009, 2009, 2008, 2008, 2009,  2008, 2008, 2008, 2008, 2008, 2008, 2008, 2009, 2009, 2008, 2008,  2008, 2008, 2009, 2009, 2008, 2008, 2008, 2007, 2010, 2009, 2009,  2008, 2009, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008,  2008, 2008, 2008), stringsAsFactors = F)",WEIGHT,GESIS: ZA4950,2008,
issp1991-2008,,,,GESIS: ZA5070,2008,Religion I-III
issp1991-2008addon,,,,GESIS: ZA5071,2008,Religion I-III Add On
issp2009,"issp2009 <- read.dta(""ISSP/Social Inequality/Social Inequality IV/ZA5400_v3-0-0.dta"")","data.frame(V5 = c(32L, 36L, 40L, 56L, 100L, 152L, 156L, 158L,  191L, 196L, 203L, 208L, 233L, 246L, 250L, 276L, 348L, 352L, 376L,  380L, 392L, 410L, 428L, 554L, 578L, 608L, 616L, 620L, 643L, 703L,  705L, 710L, 724L, 752L, 756L, 792L, 804L, 826L, 840L, 862L), c_dcpo = c(""ARGENTINA"", ""AUSTRALIA"", ""AUSTRIA"", ""BELGIUM"", ""BULGARIA"", ""CHILE"", ""CHINA"", ""TAIWAN"", ""CROATIA"", ""CYPRUS"", ""CZECH REPUBLIC"", ""DENMARK"", ""ESTONIA"", ""FINLAND"", ""FRANCE"", ""GERMANY"", ""HUNGARY"", ""ICELAND"", ""ISRAEL"", ""ITALY"", ""JAPAN"", ""KOREA"", ""LATVIA"", ""NEW ZEALAND"", ""NORWAY"", ""PHILIPPINES"", ""POLAND"", ""PORTUGAL"", ""RUSSIA"", ""SLOVAKIA"", ""SLOVENIA"", ""SOUTH AFRICA"", ""SPAIN"", ""SWEDEN"", ""SWITZERLAND"", ""TURKEY"", ""UKRAINE"", ""UNITED KINGDOM"", ""USA"", ""VENEZUELA""), y_dcpo = c(2010, 2010, 2010, 2009, 2009, 2009, 2008, 2009,      2009, 2009, 2008, 2010, 2010, 2009, 2009, 2010, 2009, 2010, 2009, 2011, 2009, 2009, 2009, 2009, 2010, 2009, 2010, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2009, 2010, 2009), stringsAsFactors = F)",WEIGHT,GESIS: ZA5400,2009,
issp2010,"issp2010 <- read.dta(""ISSP/Environment/Environment III/ZA5500_v2-0-0.dta"")","data.frame(V4 = c(32, 40, 56, 100, 124, 152, 158, 191, 203, 208, 246,  250, 276, 376, 392, 410, 428, 440, 484, 554,  578, 608, 643,  703, 705, 710, 724, 752, 756, 792, 826, 840), c_dcpo = c(""ARGENTINA"", ""AUSTRIA"", ""BELGIUM"", ""BULGARIA"", ""CANADA"", ""CHILE"", ""TAIWAN"", ""CROATIA"", ""CZECH REPUBLIC"", ""DENMARK"", ""FINLAND"", ""FRANCE"", ""GERMANY"", ""ISRAEL"", ""JAPAN"", ""KOREA"", ""LATVIA"", ""LITHUANIA"", ""MEXICO"", ""NEW ZEALAND"", ""NORWAY"", ""PHILIPPINES"", ""RUSSIA"", ""SLOVAKIA"", ""SLOVENIA"", ""SOUTH AFRICA"", ""SPAIN"", ""SWEDEN"", ""SWITZERLAND"", ""TURKEY"", ""UNITED KINGDOM"", ""USA""), y_dcpo = 2010, stringsAsFactors = F)",WEIGHT,GESIS: ZA5500,2010,survey year not available; set as 2010
issp2011,"issp2011 <- read.dta(""ISSP/Health/Health I/ZA5800_v3-0-0.dta"")","data.frame(V4 = c(32, 56, 100, 152, 156, 158, 191, 203, 208, 246, 250, 276, 376, 380, 392, 410, 440, 528, 578, 608, 616, 620, 643, 703, 705, 710, 724, 752, 756, 792, 826, 840), c_dcpo = c(""AUSTRALIA"", ""BELGIUM"", ""BULGARIA"", ""CHILE"", ""CHINA"", ""TAIWAN"", ""CROATIA"", ""CZECH REPUBLIC"", ""DENMARK"", ""FINLAND"", ""FRANCE"", ""GERMANY"", ""ISRAEL"", ""ITALY"", ""JAPAN"", ""KOREA"", ""LITHUANIA"", ""NETHERLANDS"", ""NORWAY"", ""PHILIPPINES"", ""POLAND"", ""PORTUGAL"", ""RUSSIA"", ""SLOVAKIA"", ""SLOVENIA"", ""SOUTH AFRICA"", ""SPAIN"", ""SWEDEN"", ""SWITZERLAND"", ""TURKEY"", ""UNITED KINGDOM"", ""USA""), y_dcpo = c(2012, 2012, 2011, 2011, 2011, 2012, 2011, 2012, 2013, 2011, 2011, 2012, 2012, 2013, 2011, 2011, 2011, 2011, 2012, 2011, 2013, 2013, 2011, 2012, 2011, 2011, 2012, 2011, 2011, 2012, 2011, 2012), stringsAsFactors = F)",WEIGHT,GESIS: ZA5800,2011,
issp1987-2009,,,,GESIS: ZA5890,2011,Social Inequality I-IV
issp1987-2009addon,,,,GESIS: ZA5891,2011,Social Inequality I-IV Add On
issp2012,"issp2012 <- read.dta(""ISSP/Family/Family IV/ZA5900_v3-0-0.dta"")","data.frame(V4 = c(32, 36, 40, 100, 124, 152, 156, 158, 191, 203, 208, 246, 250, 276, 352, 356, 372, 376, 392, 410, 428, 440, 484, 578, 608, 616, 643, 703, 705, 710, 724, 752, 756, 792, 826, 840, 862), c_dcpo = c(""ARGENTINA"", ""AUSTRALIA"", ""AUSTRIA"", ""BULGARIA"", ""CANADA"", ""CHILE"", ""CHINA"", ""TAIWAN"", ""CROATIA"", ""CZECH REPUBLIC"", ""DENMARK"", ""FINLAND"", ""FRANCE"", ""GERMANY"", ""ICELAND"", ""INDIA"", ""IRELAND"", ""ISRAEL"", ""JAPAN"", ""KOREA"", ""LATVIA"", ""LITHUANIA"", ""MEXICO"", ""NORWAY"", ""PHILIPPINES"", ""POLAND"", ""RUSSIA"", ""SLOVAKIA"", ""SLOVENIA"", ""SOUTH AFRICA"", ""SPAIN"", ""SWEDEN"", ""SWITZERLAND"", ""TURKEY"", ""UNITED KINGDOM"", ""USA"", ""VENEZUELA""), y_dcpo = c(2013, 2013, 2013, 2011, 2014, 2012, 2012, 2012, 2013, 2012, 2013, 2012, 2012, 2012, 2014, 2014, 2013, 2012, 2012, 2012, 2013, 2013, 2013, 2012, 2012, 2013, 2012, 2012, 2012, 2013, 2012, 2012, 2013, 2013, 2012, 2012, 2013), stringsAsFactors = F)",WEIGHT,GESIS: ZA5900,2012,
issp2013,"issp2013 <- read.dta(""ISSP/National Identity/National Identity III/ZA5950_v2-0-0.dta"")","data.frame(V4 = c(56, 158, 191, 203, 208, 233, 246, 250, 268, 276, 348, 352, 356, 372, 376, 392, 410, 428, 440, 484, 578, 608, 620, 643, 703, 705, 710, 724, 752, 756, 792, 826, 840), c_dcpo = c(""BELGIUM"", ""TAIWAN"", ""CROATIA"", ""CZECH REPUBLIC"", ""DENMARK"", ""ESTONIA"", ""FINLAND"", ""FRANCE"", ""GEORGIA"", ""GERMANY"", ""HUNGARY"", ""ICELAND"", ""INDIA"", ""IRELAND"", ""ISRAEL"", ""JAPAN"", ""KOREA"", ""LATVIA"", ""LITHUANIA"", ""MEXICO"", ""NORWAY"", ""PHILIPPINES"", ""PORTUGAL"", ""RUSSIA"", ""SLOVAKIA"", ""SLOVENIA"", ""SOUTH AFRICA"", ""SPAIN"", ""SWEDEN"", ""SWITZERLAND"", ""TURKEY"", ""UNITED KINGDOM"", ""USA""), y_dcpo = c(2014, 2013, 2014, 2014, 2014, 2013, 2013, 2013, 2013, 2014, 2013, 2014, 2015, 2013, 2014, 2013, 2013, 2013, 2013, 2015, 2014, 2014, 2015, 2012, 2014, 2013, 2014, 2014, 2013, 2013, 2014, 2013, 2014), stringsAsFactors = F)",WEIGHT,GESIS: ZA5950,2013,
issp2014,"issp2014 <- read.dta(""ISSP/Citizenship/Citizenship II/ZA6670_v1-0-0.dta"")","data.frame(V4 = c(152, 158, 191, 203, 208, 246, 250, 268, 276, 348, 352, 376, 392, 440, 528, 578, 608, 643, 703, 705, 724, 756, 826, 840), c_dcpo = c(""CHILE"", ""TAIWAN"", ""CROATIA"", ""CZECH REPUBLIC"", ""DENMARK"", ""FINLAND"", ""FRANCE"", ""GEORGIA"", ""GERMANY"", ""HUNGARY"", ""ICELAND"", ""ISRAEL"", ""JAPAN"", ""LITHUANIA"", ""NETHERLANDS"", ""NORWAY"", ""PHILIPPINES"", ""RUSSIA"", ""SLOVAKIA"", ""SLOVENIA"", ""SPAIN"", ""SWITZERLAND"", ""UNITED KINGDOM"", ""USA""), y_dcpo = 2014, stringsAsFactors = F)",WEIGHT,GESIS: ZA6670,2014,survey year not available; set as 2014
"United Germany, Belgium and United Kingdom",,,,,,
,,,,,,
LatinoBarometro,,,,,,
lb1995,"lb1995 <- read.dta(""Latinobarometro/1995/Latinobarometro_1995_data_english_v2014_06_27.dta"")","data_frame(pais = c(32, 76, 152, 484, 600, 604, 858, 862), c_dcpo = c(""ARGENTINA"", ""BRAZIL"", ""CHILE"", ""MEXICO"", ""PARAGUARY"", ""PERU"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=1995)",wt,Latinobarometro,1995,
lb1996,"lb1996 <- read.dta(""Latinobarometro/1996/Latinobarometro_1996_datos_english_v2014_06_27.dta"")","data_frame(pais = c(32, 68, 76, 152, 170, 188, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=1996)",wt,Latinobarometro,1996,Columbia is spelled as Colombia in the .dta file
lb1997,"lb1997 <- read.dta(""Latinobarometro/1997/Latinobarometro_1997_datos_english_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=1997)",wt,Latinobarometro,1997,
lb1998,"lb1998 <- read.dta(""Latinobarometro/1998/Latinobarometro_1998_datos_english_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 218, 222, 320, 340, 484, 558, 591, 600, 604, 724, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""SPAIN"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=1998)",pondera,Latinobarometro,1998,
lb2000,"lb2000 <- read.dta(""Latinobarometro/2000/Latinobarometro_2000_datos_eng_v2014_06_27.dta"")","data_frame(idenpa = c(32, 68, 76, 152, 170, 188, 218, 222, 320, 340, 484, 558, 591, 600, 604, 858, 862), c_dcpo = c(""ARGENTINA"", ""BOLIVIA"", ""BRAZIL"", ""CHILE"", ""COLUMBIA"", ""COSTA RICA"", ""ECUADOR"", ""EL SALVADOR"", ""GUATEMALA"", ""HONDURAS"", ""MEXICO"", ""NICARAGUA"", ""PANAMA"", ""PARAGUARY"", ""PERU"", ""URUGUAY"", ""VENEZUELA""), y_dcpo=2000)",wt,Latinobarometro,2000,
